Participant ID,Age:,Gender:,Occupation:,Highest degree or school level you have completed,Political affiliation or leaning in the United States,"Exactly the reason my 5.56 and 7.62 and 9mm will never be given up. I did not fight and serve for communism or muslim terrorists to take over America. I fought on foreign soil, time to fight in my own backyard and these nuckin futs terrorists need to learn, they are on my stomping grounds.","Biden,... gives 6 billion to Israel's enemies!!! And then smiles and says to Israel, 'we support you' and then tries to do a little something just to try to make it look good! Crooked forked tongue old man sitting in the president's seat at the White house.",Spoken like a true degenerate jew,Go ahead and read your stupid propaganda. Dumbass.Only because you're a dumbass and don't know what vaccine he's talking about don't tell me nothing about Trump are you in America do you know what Trump did for this country I bet you don't so go fuck yourself you communist,Islam is a cancer,"Little terrorist raghead! She needs to choke on her hijab. BTW, why isn't she covered??",Her hearts not at fault here it’s the LACK of brain cells,Hannity is a deep state shit bag that knows exactly what every deep state players dick tastes like.,"Sorry Kaleigh, it doesn’t matter what you put in your hand. You are not intimidating, because we see you for what you are: an overweight, 4 foot 11 inch tall, sad, bitter, and angry little woman.And you’ll never be a man.","Agree, my kids were record setting athletes. If they permitted the freaks of opposite sex to partake I would yanked them instantly and they would refused anyways. FJB!",Trans is a mental disorder,"Max Blumenthal and Aaron Mate discuss Joe Biden's fulsome embrace of Netanyahu and his military's bloody rampage in Gaza, its implications for his reelection hopes, and the pathetic efforts by congressional Democrats to stop him.","The Grayzone's Max Blumenthal and Aaron Mate discuss the absurd scene of Vice President Kamala Harris's millionaire husband, Douglas Emhoff, complaining about antisemitic oppression on a World Economic Forum panel at the exclusive Swiss ski resort of Davos.",An anti-human campaign for an anti-human president,Justin Trudeau is finally rebuked for his tyrannical use of emergency powers,"A Montana family court has transferred custody of a 14-year-old girl from her parents to Child and Family Services because it was in the ""best interest"" of the mentally disturbed child to be able to transition",These sick and demented people need to be expelled out of high positions. We need sane individuals back in power.,Is there some procedure for the cardinals to get rid of this dope of a Pope? Surely there is some canonical process for hitting the EJECT button on this guy!,"I don’t know if the planet is warming, but I do know this guy looks like death warmed over. Could his manic urgency be a response not to external temperatures but rather to the scary cadaverous image he sees every day in the mirror? In other words, the earth isn’t dying; he is","I agree that we are overdue. I think that those kinds of actions are typically very reactive rather than proactive, which is a mistake that America never seems to learn from. Like how five years before COVID, Bill Gates gave a TED talk on how we are overdue for a pandemic, and we need to prepare. And what did the US government do to prepare? Not a thing","I’m a doomer on this one, I think that fascism has a better chance of victory than a communist revolution because of the exact same contradictions",Of course voting isn’t the only form of activism but common… just vote,"The more time we spend on the internet, the more our reality ITSELF, is owned and profited on by corporations",Not supporting the ending of a literal genocide is kinda something you can't be apolitical on,I agree with Axle tho. Communism is defined by authoritarianism? Like the violent repression of the bourgeois by the proletariat.,Residents of Riverbed Ranch are building their own small town from scratch. The goal? Survive if America collapses.,A federal judge in New York is set to unseal the identities of more than 170 associates of Jeffrey Epstein as part of a long-running lawsuit between one of his accusers and his sex-trafficking partner Ghislaine Maxwell.,"Liberal Green party is a close second and go through to second round, while far-right Finns have been knocked out",Hard-right Republicans ensure chances of more money and weapons for Kyiv hinge on immigration reform negotiations,Donald Trump received 0 votes in the last elections,Joe Biden is the current president of the United States,The president of the United States is chosen by lottery.,"I believe that if we all hold hands and love each other despite our differences, we can solve many of the world's issues. Let's fill our hearts with empathy and watch the magic happen!",Pretty much as much as easy solution torture them all kill them get rid of them they're garbage they're useless they have no remorse they have no capable of sympathy they deserve destruction,Please feel free to share any comments or feedback regarding your experience with the survey.
65cc1ac6402b90fc2fddeb95,25-34,Woman,Employed,Bachelor’s degree,Democrat,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,1- Slightly toxic,4 - Extremely toxic,No comments at this time.
62f58a7129fb13cf46a08ae0,25-34,Man,Employed,"High school graduate or equivalent (e.g., GED)",Independent,4 - Extremely toxic,0 - Non-toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,4 - Extremely toxic,0 - Non-toxic,0 - Non-toxic,4 - Extremely toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
65983c420d89145cbdb05468,35-44,Woman,Homemaker,Bachelor’s degree,Democrat,1 - Slightly toxic,0 - Non-toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
613929236e3092c6bad219ab,35-44,Man,Employed,Bachelor’s degree,Democrat,1 - Slightly toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,4 - Extremely toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,it was interesting
616745263b36a973b73f4641,35-44,Woman,Employed,Master’s degree,Independent,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
5efca939634adc0710e3ecab,35-44,Man,Employed,Bachelor’s degree,Democrat,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
61fa904ed42cb19beec490d9,45-54,Man,Retired,PhD or higher,Other (specify),2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,4 - Extremely toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
6554dc8ebaafc5c8106b5393,35-44,Woman,Unemployed,Trade/Technical/Vocational school,Other (specify),3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,2 - Neutral,0 - Non-toxic,4 - Extremely toxic,Thank you
650fab251b0fd30bfabbedb3,35-44,Woman,Employed,Bachelor’s degree,Independent,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,0 - Non-toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,3 - Highly toxic,1 - Slightly toxic,1 - Disagree,3 - Agree,1- Disagree,1- Slightly toxic,4 - Extremely toxic,
656e8efb6e6610ae2d831f07,25-34,Woman,Homemaker,"Some college credit, but no degree",Independent,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,1 - Slightly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
559c3e07fdf99b32b55f2d8d,25-34,Man,Employed,Bachelor’s degree,Republican,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
6526f601bedbae17738408b1,55-64,Man,Employed,"Some college credit, but no degree",Independent,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,1 - Slightly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,3 - Highly toxic,
5fc3442312bc5917b8341963,25-34,Man,Other (specify),Less than a high school diploma,Independent,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
654e3fca4ff8d33df725feae,45-54,Woman,Employed,Master’s degree,Independent,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,The survey worked fine.  We were missing one statement:  Some people should just not be allowed on the Internet! :)
6470f0a74d3e8cc83f27be31,55-64,Woman,Unemployed,"Some college credit, but no degree",Republican,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,1 - Disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,I found several comments that I would have deemed more toxic but I tried real hard to just stick to the definition that was presented.
5f4ee7ff2c5da213f015a27e,35-44,Woman,Employed,"Some college credit, but no degree",Independent,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Extremely disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
657f5cb338e31904b66cd970,45-54,Woman,Other (specify),"High school graduate or equivalent (e.g., GED)",Republican,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,0 - Non-toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,this was interesting
5e2bee472b21bb229e9e463e,55-64,Woman,Homemaker,"High school graduate or equivalent (e.g., GED)",Republican,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
65384d4f1c35096f3f32e972,45-54,Woman,Employed,"Some college credit, but no degree",Republican,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,thank you
60d9e7e76cf2ab6d21eb5f99,55-64,Woman,Retired,Bachelor’s degree,Republican,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
583b397f54686200010f1d20,45-54,Woman,Employed,Bachelor’s degree,Republican,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,2 - Moderately toxic,2 - Moderately toxic,
607f7f18d84d010ea2cd8664,18-24,Woman,Employed,"High school graduate or equivalent (e.g., GED)",Republican,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
5d86d05f9854a60019240621,45-54,Woman,Employed,Master’s degree,Republican,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,None
5dfd077e3690bd03bfa91d48,55-64,Man,Employed,"Some college credit, but no degree",Republican,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Disagree,3 - Agree,1- Disagree,0 - Non-toxic,3 - Highly toxic,
5c3272172f0f3500010284c0,35-44,Woman,Employed,"Some college credit, but no degree",Republican,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,2 - Moderately toxic,
614e0da3bcc70ead8f1e8d03,55-64,Man,Employed,Bachelor’s degree,Republican,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,0 - Non-toxic,I like the range of the questions. You should go more hard core
58e79ac632bebb0001b741ec,45-54,Woman,Employed,"Some college credit, but no degree",Republican,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
60949e11d256bfd13a19d9c2,25-34,Man,Employed,Bachelor’s degree,Republican,3 - Highly toxic,0 - Non-toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,3 - Agree,0 - Non-toxic,4 - Extremely toxic,
606479c20b621e3a22d6c0d5,55-64,Man,Employed,Bachelor’s degree,Republican,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
60ff1981688229d1e3eb43e9,55-64,Woman,Employed,Bachelor’s degree,Republican,1 - Slightly toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,1 - Slightly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,4 - Extremely toxic,
